"사고다발지fid","사고다발지id","법정동코드","지점코드","시도시군구명","지점명","사고건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
6815027,"2023018","4511310700","45113001  ",전라북도 전주시 덕진구1,전라북도 전주시 덕진구 금암동(전북대학교앞교차로 부근),3,4,0,4,0,0,127.132486636976,35.839894884329,"{""type"":""MultiPolygon"",""coordinates"":[[[[127.13428327,35.83989488],[127.13424875,35.83961074],[127.13414651,35.83933752],[127.13398048,35.83908572],[127.13375705,35.83886501],[127.13348479,35.83868388],[127.13317418,35.83854929],[127.13283714,35.83846641],[127.13248664,35.83843842],[127.13213613,35.83846641],[127.1317991,35.83854929],[127.13148848,35.83868388],[127.13121623,35.83886501],[127.13099279,35.83908572],[127.13082677,35.83933752],[127.13072453,35.83961074],[127.13069001,35.83989488],[127.13072453,35.84017902],[127.13082677,35.84045224],[127.13099279,35.84070404],[127.13121623,35.84092474],[127.13148848,35.84110587],[127.1317991,35.84124046],[127.13213613,35.84132334],[127.13248664,35.84135132],[127.13283714,35.84132334],[127.13317418,35.84124046],[127.13348479,35.84110587],[127.13375705,35.84092474],[127.13398048,35.84070404],[127.13414651,35.84045224],[127.13424875,35.84017902],[127.13428327,35.83989488]]]]}"
6814845,"2023018","4613011900","46130001  ",전라남도 여수시1,전라남도 여수시 여서동(탐앤탐스여수점 부근),3,4,0,3,1,0,127.705956294244,34.753734461109,"{""type"":""MultiPolygon"",""coordinates"":[[[[127.70775292,34.75373446],[127.7077184,34.75344648],[127.70761616,34.75316957],[127.70745014,34.75291436],[127.7072267,34.75269067],[127.70695445,34.7525071],[127.70664383,34.75237068],[127.7063068,34.75228668],[127.70595629,34.75225832],[127.70560579,34.75228668],[127.70526875,34.75237068],[127.70495814,34.7525071],[127.70468588,34.75269067],[127.70446245,34.75291436],[127.70429642,34.75316957],[127.70419419,34.75344648],[127.70415966,34.75373446],[127.70419419,34.75402244],[127.70429642,34.75429935],[127.70446245,34.75455455],[127.70468588,34.75477824],[127.70495814,34.75496181],[127.70526875,34.75509822],[127.70560579,34.75518221],[127.70595629,34.75521058],[127.7063068,34.75518221],[127.70664383,34.75509822],[127.70695445,34.75496181],[127.7072267,34.75477824],[127.70745014,34.75455455],[127.70761616,34.75429935],[127.7077184,34.75402244],[127.70775292,34.75373446]]]]}"
6814911,"2023018","4615011400","46150001  ",전라남도 순천시1,전라남도 순천시 연향동(연향번영길149 부근),3,4,0,3,1,0,127.519604969086,34.953377662293,"{""type"":""MultiPolygon"",""coordinates"":[[[[127.5214016,34.95337766],[127.52136708,34.95309038],[127.52126484,34.95281414],[127.52109881,34.95255955],[127.52087538,34.9523364],[127.52060312,34.95215327],[127.52029251,34.95201719],[127.51995547,34.95193339],[127.51960497,34.9519051],[127.51925446,34.95193339],[127.51891743,34.95201719],[127.51860681,34.95215327],[127.51833456,34.9523364],[127.51811113,34.95255955],[127.5179451,34.95281414],[127.51784286,34.95309038],[127.51780834,34.95337766],[127.51784286,34.95366494],[127.5179451,34.95394118],[127.51811113,34.95419576],[127.51833456,34.95441891],[127.51860681,34.95460204],[127.51891743,34.95473811],[127.51925446,34.95482191],[127.51960497,34.9548502],[127.51995547,34.95482191],[127.52029251,34.95473811],[127.52060312,34.95460204],[127.52087538,34.95441891],[127.52109881,34.95419576],[127.52126484,34.95394118],[127.52136708,34.95366494],[127.5214016,34.95337766]]]]}"
6815032,"2023018","4711125600","47111001  ",경상북도 포항시 남구1,경상북도 포항시 남구 오천읍(하이파트 앞사거리 부근),3,8,0,3,5,0,129.404481172733,35.975186269538,"{""type"":""MultiPolygon"",""coordinates"":[[[[129.4062778,35.97518627],[129.40624328,35.97490262],[129.40614104,35.97462986],[129.40597502,35.97437849],[129.40575158,35.97415816],[129.40547933,35.97397734],[129.40516871,35.97384297],[129.40483168,35.97376023],[129.40448117,35.97373229],[129.40413067,35.97376023],[129.40379363,35.97384297],[129.40348302,35.97397734],[129.40321076,35.97415816],[129.40298733,35.97437849],[129.4028213,35.97462986],[129.40271906,35.97490262],[129.40268454,35.97518627],[129.40271906,35.97546992],[129.4028213,35.97574267],[129.40298733,35.97599404],[129.40321076,35.97621437],[129.40348302,35.97639519],[129.40379363,35.97652954],[129.40413067,35.97661228],[129.40448117,35.97664022],[129.40483168,35.97661228],[129.40516871,35.97652954],[129.40547933,35.97639519],[129.40575158,35.97621437],[129.40597502,35.97599404],[129.40614104,35.97574267],[129.40624328,35.97546992],[129.4062778,35.97518627]]]]}"
6814908,"2023018","4713012600","47130001  ",경상북도 경주시1,경상북도 경주시 동천동(황성지하도네거리 부근),3,7,0,4,3,0,129.220317059529,35.859514580682,"{""type"":""MultiPolygon"",""coordinates"":[[[[129.22211369,35.85951458],[129.22207917,35.85923051],[129.22197693,35.85895736],[129.2218109,35.85870562],[129.22158747,35.85848496],[129.22131521,35.85830388],[129.2210046,35.85816932],[129.22066756,35.85808646],[129.22031706,35.85805848],[129.21996655,35.85808646],[129.21962952,35.85816932],[129.21931891,35.85830388],[129.21904665,35.85848496],[129.21882322,35.85870562],[129.21865719,35.85895736],[129.21855495,35.85923051],[129.21852043,35.85951458],[129.21855495,35.85979865],[129.21865719,35.8600718],[129.21882322,35.86032354],[129.21904665,35.86054418],[129.21931891,35.86072527],[129.21962952,35.86085982],[129.21996655,35.86094268],[129.22031706,35.86097066],[129.22066756,35.86094268],[129.2210046,35.86085982],[129.22131521,35.86072527],[129.22158747,35.86054418],[129.2218109,35.86032354],[129.22197693,35.8600718],[129.22207917,35.85979865],[129.22211369,35.85951458]]]]}"
6814816,"2023018","4715010400","47150001  ",경상북도 김천시1,경상북도 김천시 성내동(직지교사거리 부근),3,8,0,4,4,0,128.118239160263,36.128814850747,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.12003579,36.12881485],[128.12000127,36.12853175],[128.11989903,36.12825953],[128.119733,36.12800864],[128.11950957,36.12778874],[128.11923731,36.12760827],[128.1189267,36.12747417],[128.11858967,36.12739159],[128.11823916,36.12736371],[128.11788866,36.12739159],[128.11755162,36.12747417],[128.11724101,36.12760827],[128.11696875,36.12778874],[128.11674532,36.12800864],[128.11657929,36.12825953],[128.11647705,36.12853175],[128.11644253,36.12881485],[128.11647705,36.12909795],[128.11657929,36.12937017],[128.11674532,36.12962105],[128.11696875,36.12984095],[128.11724101,36.13002141],[128.11755162,36.13015551],[128.11788866,36.13023808],[128.11823916,36.13026596],[128.11858967,36.13023808],[128.1189267,36.13015551],[128.11923731,36.13002141],[128.11950957,36.12984095],[128.119733,36.12962105],[128.11989903,36.12937017],[128.12000127,36.12909795],[128.12003579,36.12881485]]]]}"
6814748,"2023018","4719011100","47190001  ",경상북도 구미시1,경상북도 구미시 신평동(IC네거리 부근),3,7,0,6,1,0,128.359516944117,36.119573234410,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.36131357,36.11957323],[128.36127905,36.1192901],[128.36117681,36.11901784],[128.36101079,36.11876693],[128.36078735,36.11854701],[128.3605151,36.11836652],[128.36020448,36.1182324],[128.35986745,36.11814981],[128.35951694,36.11812192],[128.35916644,36.11814981],[128.3588294,36.1182324],[128.35851879,36.11836652],[128.35824653,36.11854701],[128.3580231,36.11876693],[128.35785707,36.11901784],[128.35775484,36.1192901],[128.35772031,36.11957323],[128.35775484,36.11985637],[128.35785707,36.12012862],[128.3580231,36.12037953],[128.35824653,36.12059945],[128.35851879,36.12077994],[128.3588294,36.12091405],[128.35916644,36.12099663],[128.35951694,36.12102452],[128.35986745,36.12099663],[128.36020448,36.12091405],[128.3605151,36.12077994],[128.36078735,36.12059945],[128.36101079,36.12037953],[128.36117681,36.12012862],[128.36127905,36.11985637],[128.36131357,36.11957323]]]]}"
6814852,"2023018","4719012200","47190002  ",경상북도 구미시2,경상북도 구미시 인의동(안경신화 앞사거리 부근),3,4,0,4,0,0,128.425415602037,36.110607789186,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.42721223,36.11060779],[128.42717771,36.11032462],[128.42707547,36.11005234],[128.42690945,36.1098014],[128.42668601,36.10958144],[128.42641376,36.10940093],[128.42610314,36.1092668],[128.42576611,36.1091842],[128.4254156,36.10915631],[128.4250651,36.1091842],[128.42472806,36.1092668],[128.42441745,36.10940093],[128.42414519,36.10958144],[128.42392176,36.1098014],[128.42375573,36.11005234],[128.42365349,36.11032462],[128.42361897,36.11060779],[128.42365349,36.11089096],[128.42375573,36.11116324],[128.42392176,36.11141417],[128.42414519,36.11163412],[128.42441745,36.11181463],[128.42472806,36.11194875],[128.4250651,36.11203135],[128.4254156,36.11205924],[128.42576611,36.11203135],[128.42610314,36.11194875],[128.42641376,36.11181463],[128.42668601,36.11163412],[128.42690945,36.11141417],[128.42707547,36.11116324],[128.42717771,36.11089096],[128.42721223,36.11060779]]]]}"
6815015,"2023018","4719010300","47190003  ",경상북도 구미시3,경상북도 구미시 도량동(소로골네거리 부근),3,4,0,3,1,0,128.323931746243,36.138214822510,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.32572838,36.13821482],[128.32569386,36.13793176],[128.32559162,36.13765956],[128.32542559,36.13740871],[128.32520216,36.13718884],[128.3249299,36.13700839],[128.32461929,36.13687431],[128.32428225,36.13679174],[128.32393175,36.13676386],[128.32358124,36.13679174],[128.32324421,36.13687431],[128.32293359,36.13700839],[128.32266134,36.13718884],[128.3224379,36.13740871],[128.32227188,36.13765956],[128.32216964,36.13793176],[128.32213512,36.13821482],[128.32216964,36.13849789],[128.32227188,36.13877008],[128.3224379,36.13902092],[128.32266134,36.13924079],[128.32293359,36.13942124],[128.32324421,36.13955532],[128.32358124,36.13963788],[128.32393175,36.13966576],[128.32428225,36.13963788],[128.32461929,36.13955532],[128.3249299,36.13942124],[128.32520216,36.13924079],[128.32542559,36.13902092],[128.32559162,36.13877008],[128.32569386,36.13849789],[128.32572838,36.13821482]]]]}"
6814989,"2023018","4719012500","47190004  ",경상북도 구미시4,경상북도 구미시 임수동(3공단삼거리 부근),3,4,0,3,1,0,128.405198376016,36.110942561718,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.40699501,36.11094256],[128.40696048,36.1106594],[128.40685825,36.11038711],[128.40669222,36.11013617],[128.40646879,36.10991622],[128.40619653,36.10973571],[128.40588592,36.10960158],[128.40554888,36.10951898],[128.40519838,36.10949109],[128.40484787,36.10951898],[128.40451084,36.10960158],[128.40420022,36.10973571],[128.40392797,36.10991622],[128.40370453,36.11013617],[128.40353851,36.11038711],[128.40343627,36.1106594],[128.40340175,36.11094256],[128.40343627,36.11122573],[128.40353851,36.11149801],[128.40370453,36.11174894],[128.40392797,36.11196889],[128.40420022,36.11214939],[128.40451084,36.11228352],[128.40484787,36.11236612],[128.40519838,36.11239401],[128.40554888,36.11236612],[128.40588592,36.11228352],[128.40619653,36.11214939],[128.40646879,36.11196889],[128.40669222,36.11174894],[128.40685825,36.11149801],[128.40696048,36.11122573],[128.40699501,36.11094256]]]]}"
6814865,"2023018","4719012800","47190005  ",경상북도 구미시5,경상북도 구미시 옥계동(장호빌딩 앞사거리 부근),3,3,0,3,0,0,128.417966390015,36.138793148279,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.41976302,36.13879315],[128.4197285,36.13851008],[128.41962626,36.13823789],[128.41946023,36.13798704],[128.4192368,36.13776717],[128.41896454,36.13758672],[128.41865393,36.13745264],[128.4183169,36.13737007],[128.41796639,36.13734219],[128.41761588,36.13737007],[128.41727885,36.13745264],[128.41696824,36.13758672],[128.41669598,36.13776717],[128.41647255,36.13798704],[128.41630652,36.13823789],[128.41620428,36.13851008],[128.41616976,36.13879315],[128.41620428,36.13907621],[128.41630652,36.1393484],[128.41647255,36.13959924],[128.41669598,36.13981911],[128.41696824,36.13999955],[128.41727885,36.14013363],[128.41761588,36.1402162],[128.41796639,36.14024408],[128.4183169,36.1402162],[128.41865393,36.14013363],[128.41896454,36.13999955],[128.4192368,36.13981911],[128.41946023,36.13959924],[128.41962626,36.1393484],[128.4197285,36.13907621],[128.41976302,36.13879315]]]]}"
6814824,"2023018","4719012100","47190006  ",경상북도 구미시6,경상북도 구미시 황상동(윈텍스 부근),3,3,0,3,0,0,128.416582491569,36.115363713354,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.41837912,36.11536371],[128.4183446,36.11508056],[128.41824236,36.11480829],[128.41807634,36.11455737],[128.4178529,36.11433743],[128.41758065,36.11415693],[128.41727003,36.11402281],[128.416933,36.11394021],[128.41658249,36.11391232],[128.41623199,36.11394021],[128.41589495,36.11402281],[128.41558434,36.11415693],[128.41531208,36.11433743],[128.41508865,36.11455737],[128.41492262,36.11480829],[128.41482038,36.11508056],[128.41478586,36.11536371],[128.41482038,36.11564686],[128.41492262,36.11591913],[128.41508865,36.11617005],[128.41531208,36.11638998],[128.41558434,36.11657048],[128.41589495,36.1167046],[128.41623199,36.11678719],[128.41658249,36.11681508],[128.416933,36.11678719],[128.41727003,36.1167046],[128.41758065,36.11657048],[128.4178529,36.11638998],[128.41807634,36.11617005],[128.41824236,36.11591913],[128.4183446,36.11564686],[128.41837912,36.11536371]]]]}"
6814831,"2023018","4723010200","47230001  ",경상북도 영천시1,경상북도 영천시 망정동(신망정사거리 부근),3,7,0,4,3,0,128.953340033307,35.976091555036,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.95513666,35.97609156],[128.95510214,35.9758079],[128.9549999,35.97553515],[128.95483388,35.97528378],[128.95461044,35.97506345],[128.95433819,35.97488263],[128.95402757,35.97474827],[128.95369054,35.97466553],[128.95334003,35.9746376],[128.95298953,35.97466553],[128.95265249,35.97474827],[128.95234188,35.97488263],[128.95206962,35.97506345],[128.95184619,35.97528378],[128.95168016,35.97553515],[128.95157792,35.9758079],[128.9515434,35.97609156],[128.95157792,35.97637521],[128.95168016,35.97664795],[128.95184619,35.97689932],[128.95206962,35.97711964],[128.95234188,35.97730046],[128.95265249,35.97743481],[128.95298953,35.97751755],[128.95334003,35.97754549],[128.95369054,35.97751755],[128.95402757,35.97743481],[128.95433819,35.97730046],[128.95461044,35.97711964],[128.95483388,35.97689932],[128.9549999,35.97664795],[128.95510214,35.97637521],[128.95513666,35.97609156]]]]}"
6814899,"2023018","4725010800","47250001  ",경상북도 상주시1,경상북도 상주시 서문동(중앙사거리 부근),3,5,0,3,2,0,128.159124929996,36.418891136522,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.16092156,36.41889114],[128.16088704,36.41860909],[128.1607848,36.41833787],[128.16061877,36.41808792],[128.16039534,36.41786883],[128.16012308,36.41768903],[128.15981247,36.41755543],[128.15947544,36.41747316],[128.15912493,36.41744538],[128.15877442,36.41747316],[128.15843739,36.41755543],[128.15812678,36.41768903],[128.15785452,36.41786883],[128.15763109,36.41808792],[128.15746506,36.41833787],[128.15736282,36.41860909],[128.1573283,36.41889114],[128.15736282,36.41917319],[128.15746506,36.4194444],[128.15763109,36.41969435],[128.15785452,36.41991343],[128.15812678,36.42009322],[128.15843739,36.42022682],[128.15877442,36.42030909],[128.15912493,36.42033687],[128.15947544,36.42030909],[128.15981247,36.42022682],[128.16012308,36.42009322],[128.16039534,36.41991343],[128.16061877,36.41969435],[128.1607848,36.4194444],[128.16088704,36.41917319],[128.16092156,36.41889114]]]]}"
6814853,"2023018","4729025300","47290001  ",경상북도 경산시1,경상북도 경산시 진량읍(진량고사거리 부근),3,4,0,3,1,0,128.810373649151,35.875144058230,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.81217028,35.87514406],[128.81213576,35.87486004],[128.81203352,35.87458694],[128.81186749,35.87433525],[128.81164406,35.87411464],[128.8113718,35.87393359],[128.81106119,35.87379906],[128.81072415,35.87371622],[128.81037365,35.87368824],[128.81002314,35.87371622],[128.80968611,35.87379906],[128.80937549,35.87393359],[128.80910324,35.87411464],[128.80887981,35.87433525],[128.80871378,35.87458694],[128.80861154,35.87486004],[128.80857702,35.87514406],[128.80861154,35.87542807],[128.80871378,35.87570117],[128.80887981,35.87595285],[128.80910324,35.87617346],[128.80937549,35.8763545],[128.80968611,35.87648903],[128.81002314,35.87657187],[128.81037365,35.87659985],[128.81072415,35.87657187],[128.81106119,35.87648903],[128.8113718,35.8763545],[128.81164406,35.87617346],[128.81186749,35.87595285],[128.81203352,35.87570117],[128.81213576,35.87542807],[128.81217028,35.87514406]]]]}"
6814744,"2023018","4793037000","47930001  ",경상북도 울진군1,경상북도 울진군 죽변면(죽변북로33 부근),3,4,0,3,1,0,129.420970287940,37.062152065211,"{""type"":""MultiPolygon"",""coordinates"":[[[[129.42276692,37.06215207],[129.4227324,37.06187237],[129.42263016,37.06160342],[129.42246413,37.06135555],[129.4222407,37.06113829],[129.42196844,37.06096],[129.42165783,37.06082751],[129.42132079,37.06074592],[129.42097029,37.06071837],[129.42061978,37.06074592],[129.42028275,37.06082751],[129.41997213,37.06096],[129.41969988,37.06113829],[129.41947644,37.06135555],[129.41931042,37.06160342],[129.41920818,37.06187237],[129.41917366,37.06215207],[129.41920818,37.06243176],[129.41931042,37.06270071],[129.41947644,37.06294857],[129.41969988,37.06316582],[129.41997213,37.06334412],[129.42028275,37.0634766],[129.42061978,37.06355818],[129.42097029,37.06358573],[129.42132079,37.06355818],[129.42165783,37.0634766],[129.42196844,37.06334412],[129.4222407,37.06316582],[129.42246413,37.06294857],[129.42263016,37.06270071],[129.4227324,37.06243176],[129.42276692,37.06215207]]]]}"
6814826,"2023018","4812110300","48121001  ",경상남도 창원시 의창구1,경상남도 창원시 의창구 서상동(의창사거리 부근),3,3,2,1,0,0,128.618377006429,35.261650993324,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.62017364,35.26165099],[128.62013912,35.2613648],[128.62003688,35.2610896],[128.61987085,35.26083597],[128.61964742,35.26061367],[128.61937516,35.26043122],[128.61906455,35.26029566],[128.61872751,35.26021218],[128.61837701,35.26018399],[128.6180265,35.26021218],[128.61768947,35.26029566],[128.61737885,35.26043122],[128.6171066,35.26061367],[128.61688316,35.26083597],[128.61671714,35.2610896],[128.6166149,35.2613648],[128.61658038,35.26165099],[128.6166149,35.26193719],[128.61671714,35.26221239],[128.61688316,35.26246601],[128.6171066,35.26268831],[128.61737885,35.26287074],[128.61768947,35.26300631],[128.6180265,35.26308979],[128.61837701,35.26311797],[128.61872751,35.26308979],[128.61906455,35.26300631],[128.61937516,35.26287074],[128.61964742,35.26268831],[128.61987085,35.26246601],[128.62003688,35.26221239],[128.62013912,35.26193719],[128.62017364,35.26165099]]]]}"
6814788,"2023018","4812110600","48121002  ",경상남도 창원시 의창구2,경상남도 창원시 의창구 동정동(소계광장 부근),3,5,0,3,2,0,128.605313703317,35.254918507744,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.60711033,35.25491851],[128.60707581,35.25463229],[128.60697357,35.25435707],[128.60680755,35.25410342],[128.60658411,35.25388109],[128.60631186,35.25369864],[128.60600124,35.25356306],[128.60566421,35.25347957],[128.6053137,35.25345138],[128.6049632,35.25347957],[128.60462616,35.25356306],[128.60431555,35.25369864],[128.60404329,35.25388109],[128.60381986,35.25410342],[128.60365383,35.25435707],[128.60355159,35.25463229],[128.60351707,35.25491851],[128.60355159,35.25520473],[128.60365383,35.25547995],[128.60381986,35.25573359],[128.60404329,35.25595591],[128.60431555,35.25613836],[128.60462616,35.25627393],[128.6049632,35.25635742],[128.6053137,35.25638561],[128.60566421,35.25635742],[128.60600124,35.25627393],[128.60631186,35.25613836],[128.60658411,35.25595591],[128.60680755,35.25573359],[128.60697357,35.25547995],[128.60707581,35.25520473],[128.60711033,35.25491851]]]]}"
6814952,"2023018","4812312700","48123001  ",경상남도 창원시 성산구1,경상남도 창원시 성산구 상남동(마디미로37번길12 부근),3,5,0,4,1,0,128.684625923721,35.221167832857,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.68642255,35.22116783],[128.68638803,35.22088149],[128.68628579,35.22060616],[128.68611977,35.2203524],[128.68589633,35.22012999],[128.68562408,35.21994746],[128.68531346,35.21981182],[128.68497643,35.2197283],[128.68462592,35.21970009],[128.68427542,35.2197283],[128.68393838,35.21981182],[128.68362777,35.21994746],[128.68335551,35.22012999],[128.68313208,35.2203524],[128.68296605,35.22060616],[128.68286381,35.22088149],[128.68282929,35.22116783],[128.68286381,35.22145417],[128.68296605,35.2217295],[128.68313208,35.22198325],[128.68335551,35.22220566],[128.68362777,35.22238819],[128.68393838,35.22252382],[128.68427542,35.22260734],[128.68462592,35.22263554],[128.68497643,35.22260734],[128.68531346,35.22252382],[128.68562408,35.22238819],[128.68589633,35.22220566],[128.68611977,35.22198325],[128.68628579,35.2217295],[128.68638803,35.22145417],[128.68642255,35.22116783]]]]}"
6814971,"2023018","4812312700","48123002  ",경상남도 창원시 성산구2,경상남도 창원시 성산구 상남동(고인돌사거리 부근),3,4,0,4,0,0,128.681970981103,35.219931481479,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.68376761,35.21993148],[128.68373309,35.21964514],[128.68363085,35.2193698],[128.68346482,35.21911604],[128.68324139,35.21889362],[128.68296914,35.21871109],[128.68265852,35.21857545],[128.68232149,35.21849192],[128.68197098,35.21846372],[128.68162048,35.21849192],[128.68128344,35.21857545],[128.68097283,35.21871109],[128.68070057,35.21889362],[128.68047714,35.21911604],[128.68031111,35.2193698],[128.68020887,35.21964514],[128.68017435,35.21993148],[128.68020887,35.22021782],[128.68031111,35.22049316],[128.68047714,35.22074691],[128.68070057,35.22096933],[128.68097283,35.22115186],[128.68128344,35.22128749],[128.68162048,35.22137101],[128.68197098,35.22139922],[128.68232149,35.22137101],[128.68265852,35.22128749],[128.68296914,35.22115186],[128.68324139,35.22096933],[128.68346482,35.22074691],[128.68363085,35.22049316],[128.68373309,35.22021782],[128.68376761,35.21993148]]]]}"
6814995,"2023018","4812513400","48125001  ",경상남도 창원시 마산합포구1,경상남도 창원시 마산합포구 월영동(밤밭고개삼거리 부근),3,5,0,4,1,0,128.556329630684,35.173304959860,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.55812626,35.17330496],[128.55809174,35.17301845],[128.5579895,35.17274295],[128.55782347,35.17248905],[128.55760004,35.1722665],[128.55732779,35.17208386],[128.55701717,35.17194815],[128.55668014,35.17186458],[128.55632963,35.17183636],[128.55597913,35.17186458],[128.55564209,35.17194815],[128.55533148,35.17208386],[128.55505922,35.1722665],[128.55483579,35.17248905],[128.55466976,35.17274295],[128.55456752,35.17301845],[128.554533,35.17330496],[128.55456752,35.17359147],[128.55466976,35.17386696],[128.55483579,35.17412086],[128.55505922,35.1743434],[128.55533148,35.17452604],[128.55564209,35.17466175],[128.55597913,35.17474532],[128.55632963,35.17477354],[128.55668014,35.17474532],[128.55701717,35.17466175],[128.55732779,35.17452604],[128.55760004,35.1743434],[128.55782347,35.17412086],[128.5579895,35.17386696],[128.55809174,35.17359147],[128.55812626,35.17330496]]]]}"
6814821,"2023018","4812710200","48127001  ",경상남도 창원시 마산회원구1,경상남도 창원시 마산회원구 두척동(마재고개삼거리 부근),3,5,0,4,1,0,128.538295183529,35.240364314889,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.54009181,35.24036431],[128.54005729,35.24007804],[128.53995505,35.23980277],[128.53978903,35.23954908],[128.53956559,35.23932672],[128.53929334,35.23914423],[128.53898272,35.23900862],[128.53864569,35.23892512],[128.53829518,35.23889692],[128.53794468,35.23892512],[128.53760764,35.23900862],[128.53729703,35.23914423],[128.53702477,35.23932672],[128.53680134,35.23954908],[128.53663531,35.23980277],[128.53653307,35.24007804],[128.53649855,35.24036431],[128.53653307,35.24065059],[128.53663531,35.24092585],[128.53680134,35.24117954],[128.53702477,35.2414019],[128.53729703,35.24158439],[128.53760764,35.24171998],[128.53794468,35.24180348],[128.53829518,35.24183168],[128.53864569,35.24180348],[128.53898272,35.24171998],[128.53929334,35.24158439],[128.53956559,35.2414019],[128.53978903,35.24117954],[128.53995505,35.24092585],[128.54005729,35.24065059],[128.54009181,35.24036431]]]]}"
6814965,"2023018","4812914000","48129001  ",경상남도 창원시 진해구1,경상남도 창원시 진해구 석동(GS25석동공원점 부근),3,6,1,2,3,0,128.704262791078,35.152088086677,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.70605942,35.15208809],[128.7060249,35.1518015],[128.70592266,35.15152593],[128.70575663,35.15127196],[128.7055332,35.15104936],[128.70526095,35.15086667],[128.70495033,35.15073092],[128.7046133,35.15064733],[128.70426279,35.1506191],[128.70391229,35.15064733],[128.70357525,35.15073092],[128.70326464,35.15086667],[128.70299238,35.15104936],[128.70276895,35.15127196],[128.70260292,35.15152593],[128.70250068,35.1518015],[128.70246616,35.15208809],[128.70250068,35.15237467],[128.70260292,35.15265024],[128.70276895,35.1529042],[128.70299238,35.1531268],[128.70326464,35.15330948],[128.70357525,35.15344523],[128.70391229,35.15352882],[128.70426279,35.15355705],[128.7046133,35.15352882],[128.70495033,35.15344523],[128.70526095,35.15330948],[128.7055332,35.1531268],[128.70575663,35.1529042],[128.70592266,35.15265024],[128.7060249,35.15237467],[128.70605942,35.15208809]]]]}"
6814781,"2023018","4822010200","48220001  ",경상남도 통영시1,경상남도 통영시 서호동(GS25통영서호점 부근),3,4,0,4,0,0,128.419958548778,34.842049838232,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.42175518,34.84204984],[128.42172066,34.84176217],[128.42161842,34.84148555],[128.42145239,34.84123062],[128.42122896,34.84100717],[128.4209567,34.84082379],[128.42064609,34.84068752],[128.42030905,34.84060361],[128.41995855,34.84057528],[128.41960804,34.84060361],[128.41927101,34.84068752],[128.41896039,34.84082379],[128.41868814,34.84100717],[128.41846471,34.84123062],[128.41829868,34.84148555],[128.41819644,34.84176217],[128.41816192,34.84204984],[128.41819644,34.84233751],[128.41829868,34.84261412],[128.41846471,34.84286905],[128.41868814,34.8430925],[128.41896039,34.84327587],[128.41927101,34.84341213],[128.41960804,34.84349604],[128.41995855,34.84352437],[128.42030905,34.84349604],[128.42064609,34.84341213],[128.4209567,34.84327587],[128.42122896,34.8430925],[128.42145239,34.84286905],[128.42161842,34.84261412],[128.42172066,34.84233751],[128.42175518,34.84204984]]]]}"
6814803,"2023018","4825012600","48250001  ",경상남도 김해시1,경상남도 김해시 무계동(장유면사무소사거리 부근),3,5,0,3,2,0,128.812853145018,35.200910707962,"{""type"":""MultiPolygon"",""coordinates"":[[[[128.81464978,35.20091071],[128.81461525,35.2006243],[128.81451302,35.20034889],[128.81434699,35.20009508],[128.81412355,35.1998726],[128.8138513,35.19969003],[128.81354069,35.19955436],[128.81320365,35.19947081],[128.81285315,35.1994426],[128.81250264,35.19947081],[128.8121656,35.19955436],[128.81185499,35.19969003],[128.81158274,35.1998726],[128.8113593,35.20009508],[128.81119327,35.20034889],[128.81109104,35.2006243],[128.81105651,35.20091071],[128.81109104,35.20119712],[128.81119327,35.20147252],[128.8113593,35.20172633],[128.81158274,35.2019488],[128.81185499,35.20213137],[128.8121656,35.20226704],[128.81250264,35.20235058],[128.81285315,35.20237879],[128.81320365,35.20235058],[128.81354069,35.20226704],[128.8138513,35.20213137],[128.81412355,35.2019488],[128.81434699,35.20172633],[128.81451302,35.20147252],[128.81461525,35.20119712],[128.81464978,35.20091071]]]]}"
